,CODIGO  ,DESCRICAO DO INSUMO,UNIDADE,ORIGEM DO PRECO,  PRECO MEDIANO R$
1305,14052,"CONDULETE DE ALUMINIO TIPO B, PARA ELETRODUTO ROSCAVEL DE 1/2"", COM TAMPA CEGA",UN    ,CR,"11,34"
1306,14054,"CONDULETE DE ALUMINIO TIPO B, PARA ELETRODUTO ROSCAVEL DE 1"", COM TAMPA CEGA",UN    ,CR,"14,74"
1307,14053,"CONDULETE DE ALUMINIO TIPO B, PARA ELETRODUTO ROSCAVEL DE 3/4"", COM TAMPA CEGA",UN    ,CR,"11,51"
1308,2558,"CONDULETE DE ALUMINIO TIPO C, PARA ELETRODUTO ROSCAVEL DE 1/2"", COM TAMPA CEGA",UN    ,CR,"8,67"
1309,2560,"CONDULETE DE ALUMINIO TIPO C, PARA ELETRODUTO ROSCAVEL DE 1"", COM TAMPA CEGA",UN    ,CR,"15,25"
1310,2559,"CONDULETE DE ALUMINIO TIPO C, PARA ELETRODUTO ROSCAVEL DE 3/4"", COM TAMPA CEGA",UN    ,C ,"12,20"
1311,2592,"CONDULETE DE ALUMINIO TIPO C, PARA ELETRODUTO ROSCAVEL DE 4"", COM TAMPA CEGA",UN    ,CR,"202,25"
1312,2566,"CONDULETE DE ALUMINIO TIPO E, PARA ELETRODUTO ROSCAVEL DE 1  1/4"", COM TAMPA CEGA",UN    ,CR,"20,35"
1313,2589,"CONDULETE DE ALUMINIO TIPO E, PARA ELETRODUTO ROSCAVEL DE 1 1/2"", COM TAMPA CEGA",UN    ,CR,"27,05"
1314,2591,"CONDULETE DE ALUMINIO TIPO E, PARA ELETRODUTO ROSCAVEL DE 1/2"", COM TAMPA CEGA",UN    ,CR,"9,86"
1315,2590,"CONDULETE DE ALUMINIO TIPO E, PARA ELETRODUTO ROSCAVEL DE 1"", COM TAMPA CEGA",UN    ,CR,"16,60"
1316,2567,"CONDULETE DE ALUMINIO TIPO E, PARA ELETRODUTO ROSCAVEL DE 2"", COM TAMPA CEGA",UN    ,CR,"39,68"
1317,2565,"CONDULETE DE ALUMINIO TIPO E, PARA ELETRODUTO ROSCAVEL DE 3/4"", COM TAMPA CEGA",UN    ,CR,"9,88"
1318,2568,"CONDULETE DE ALUMINIO TIPO E, PARA ELETRODUTO ROSCAVEL DE 3"", COM TAMPA CEGA",UN    ,CR,"110,19"
1319,2594,"CONDULETE DE ALUMINIO TIPO E, PARA ELETRODUTO ROSCAVEL DE 4"", COM TAMPA CEGA",UN    ,CR,"183,57"
1320,2587,"CONDULETE DE ALUMINIO TIPO LR, PARA ELETRODUTO ROSCAVEL DE 1 1/2"", COM TAMPA CEGA",UN    ,CR,"31,28"
1321,2588,"CONDULETE DE ALUMINIO TIPO LR, PARA ELETRODUTO ROSCAVEL DE 1 1/4"", COM TAMPA CEGA",UN    ,CR,"24,85"
1322,2569,"CONDULETE DE ALUMINIO TIPO LR, PARA ELETRODUTO ROSCAVEL DE 1/2"", COM TAMPA CEGA",UN    ,CR,"9,57"
1323,2570,"CONDULETE DE ALUMINIO TIPO LR, PARA ELETRODUTO ROSCAVEL DE 1"", COM TAMPA CEGA",UN    ,CR,"16,05"
1324,2571,"CONDULETE DE ALUMINIO TIPO LR, PARA ELETRODUTO ROSCAVEL DE 2"", COM TAMPA CEGA",UN    ,CR,"47,65"
1325,2593,"CONDULETE DE ALUMINIO TIPO LR, PARA ELETRODUTO ROSCAVEL DE 3/4"", COM TAMPA CEGA",UN    ,CR,"10,21"
1326,2572,"CONDULETE DE ALUMINIO TIPO LR, PARA ELETRODUTO ROSCAVEL DE 3"", COM TAMPA CEGA",UN    ,CR,"140,91"
1327,2595,"CONDULETE DE ALUMINIO TIPO LR, PARA ELETRODUTO ROSCAVEL DE 4"", COM TAMPA CEGA",UN    ,CR,"219,85"
1328,2576,"CONDULETE DE ALUMINIO TIPO T, PARA ELETRODUTO ROSCAVEL DE 1 1/2"", COM TAMPA CEGA",UN    ,CR,"37,48"
1329,2575,"CONDULETE DE ALUMINIO TIPO T, PARA ELETRODUTO ROSCAVEL DE 1 1/4"", COM TAMPA CEGA",UN    ,CR,"28,17"
1330,2573,"CONDULETE DE ALUMINIO TIPO T, PARA ELETRODUTO ROSCAVEL DE 1/2"", COM TAMPA CEGA",UN    ,CR,"11,70"
1331,2586,"CONDULETE DE ALUMINIO TIPO T, PARA ELETRODUTO ROSCAVEL DE 1"", COM TAMPA CEGA",UN    ,CR,"18,96"
1332,2577,"CONDULETE DE ALUMINIO TIPO T, PARA ELETRODUTO ROSCAVEL DE 2"", COM TAMPA CEGA",UN    ,CR,"50,78"
1333,2574,"CONDULETE DE ALUMINIO TIPO T, PARA ELETRODUTO ROSCAVEL DE 3/4"", COM TAMPA CEGA",UN    ,CR,"11,78"
1334,2578,"CONDULETE DE ALUMINIO TIPO T, PARA ELETRODUTO ROSCAVEL DE 3"", COM TAMPA CEGA",UN    ,CR,"158,55"
1335,2585,"CONDULETE DE ALUMINIO TIPO T, PARA ELETRODUTO ROSCAVEL DE 4"", COM TAMPA CEGA",UN    ,CR,"217,57"
1336,12008,"CONDULETE DE ALUMINIO TIPO TB, PARA ELETRODUTO ROSCAVEL DE 3"", COM TAMPA CEGA",UN    ,CR,"116,73"
1337,2582,"CONDULETE DE ALUMINIO TIPO X, PARA ELETRODUTO ROSCAVEL DE 1 1/2"", COM TAMPA CEGA",UN    ,CR,"34,76"
1338,2597,"CONDULETE DE ALUMINIO TIPO X, PARA ELETRODUTO ROSCAVEL DE 1 1/4"", COM TAMPA CEGA",UN    ,CR,"29,79"
1339,2579,"CONDULETE DE ALUMINIO TIPO X, PARA ELETRODUTO ROSCAVEL DE 1/2"", COM TAMPA CEGA",UN    ,CR,"14,18"
1340,2581,"CONDULETE DE ALUMINIO TIPO X, PARA ELETRODUTO ROSCAVEL DE 1"", COM TAMPA CEGA",UN    ,CR,"18,15"
1341,2596,"CONDULETE DE ALUMINIO TIPO X, PARA ELETRODUTO ROSCAVEL DE 2"", COM TAMPA CEGA",UN    ,CR,"53,68"
1342,2580,"CONDULETE DE ALUMINIO TIPO X, PARA ELETRODUTO ROSCAVEL DE 3/4"", COM TAMPA CEGA",UN    ,CR,"15,54"
1343,2583,"CONDULETE DE ALUMINIO TIPO X, PARA ELETRODUTO ROSCAVEL DE 3"", COM TAMPA CEGA",UN    ,CR,"130,56"
1344,2584,"CONDULETE DE ALUMINIO TIPO X, PARA ELETRODUTO ROSCAVEL DE 4"", COM TAMPA CEGA",UN    ,CR,"217,35"
1345,12010,"CONDULETE EM PVC, TIPO ""B"", SEM TAMPA, DE 1/2"" OU 3/4""",UN    ,CR,"10,03"
1346,39329,"CONDULETE EM PVC, TIPO ""B"", SEM TAMPA, DE 1""",UN    ,CR,"10,49"
1347,39330,"CONDULETE EM PVC, TIPO ""C"", SEM TAMPA, DE 1/2""",UN    ,CR,"11,03"
1348,39332,"CONDULETE EM PVC, TIPO ""C"", SEM TAMPA, DE 1""",UN    ,CR,"12,33"
1349,39331,"CONDULETE EM PVC, TIPO ""C"", SEM TAMPA, DE 3/4""",UN    ,CR,"9,82"
1350,39333,"CONDULETE EM PVC, TIPO ""E"", SEM TAMPA, DE 1/2""",UN    ,CR,"9,57"
1351,39335,"CONDULETE EM PVC, TIPO ""E"", SEM TAMPA, DE 1""",UN    ,CR,"11,07"
1352,39334,"CONDULETE EM PVC, TIPO ""E"", SEM TAMPA, DE 3/4""",UN    ,CR,"8,80"
1353,12016,"CONDULETE EM PVC, TIPO ""LB"", SEM TAMPA, DE 1/2"" OU 3/4""",UN    ,CR,"11,05"
1354,12015,"CONDULETE EM PVC, TIPO ""LB"", SEM TAMPA, DE 1""",UN    ,CR,"12,86"
1355,12020,"CONDULETE EM PVC, TIPO ""LL"", SEM TAMPA, DE 1/2"" OU 3/4""",UN    ,CR,"11,05"
1356,12019,"CONDULETE EM PVC, TIPO ""LL"", SEM TAMPA, DE 1""",UN    ,CR,"12,86"
1357,39336,"CONDULETE EM PVC, TIPO ""LR"", SEM TAMPA, DE 1/2""",UN    ,CR,"11,03"
1358,39338,"CONDULETE EM PVC, TIPO ""LR"", SEM TAMPA, DE 1""",UN    ,CR,"12,33"
1359,39337,"CONDULETE EM PVC, TIPO ""LR"", SEM TAMPA, DE 3/4""",UN    ,CR,"9,82"
1360,39341,"CONDULETE EM PVC, TIPO ""T"", SEM TAMPA, DE 1""",UN    ,CR,"16,07"
1361,39340,"CONDULETE EM PVC, TIPO ""T"", SEM TAMPA, DE 3/4""",UN    ,CR,"11,80"
1362,12025,"CONDULETE EM PVC, TIPO ""TB"", SEM TAMPA, DE 1/2"" OU 3/4""",UN    ,CR,"12,19"
1363,39342,"CONDULETE EM PVC, TIPO ""TB"", SEM TAMPA, DE 1""",UN    ,CR,"16,07"
1364,39343,"CONDULETE EM PVC, TIPO ""X"", SEM TAMPA, DE 1/2""",UN    ,CR,"13,57"
1365,39345,"CONDULETE EM PVC, TIPO ""X"", SEM TAMPA, DE 1""",UN    ,CR,"18,37"
1366,39344,"CONDULETE EM PVC, TIPO ""X"", SEM TAMPA, DE 3/4""",UN    ,CR,"13,12"
1367,12623,"CONDUTOR PLUVIAL, PVC, CIRCULAR, DIAMETRO ENTRE 80 E 100 MM, PARA DRENAGEM PREDIAL",M     ,AS,"14,52"
1368,34498,"CONE DE SINALIZACAO EM PVC FLEXIVEL, H = 70 / 76 CM (NBR 15071)",UN    ,CR,"149,55"
1369,13244,"CONE DE SINALIZACAO EM PVC RIGIDO COM FAIXA REFLETIVA, H = 70 / 76 CM",UN    ,C ,"62,95"
1370,38998,"CONECTOR / ADAPTADOR FEMEA, COM INSERTO METALICO, PPR, DN 25 MM X 1/2"", PARA AGUA QUENTE E FRIA PREDIAL",UN    ,CR,"11,65"
1371,38999,"CONECTOR / ADAPTADOR FEMEA, COM INSERTO METALICO, PPR, DN 32 MM X 3/4"", PARA AGUA QUENTE E FRIA PREDIAL",UN    ,CR,"19,28"
1372,38996,"CONECTOR / ADAPTADOR MACHO, COM INSERTO METALICO, PPR, DN 25 MM X 1/2"", PARA AGUA QUENTE E FRIA PREDIAL",UN    ,CR,"16,83"
1373,38997,"CONECTOR / ADAPTADOR MACHO, COM INSERTO METALICO, PPR, DN 32 MM X 3/4"", PARA AGUA QUENTE E FRIA PREDIAL",UN    ,CR,"27,24"
1374,39862,"CONECTOR BRONZE/LATAO (REF 603) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 15 MM X 1/2""",UN    ,AS,"15,95"
1375,39863,"CONECTOR BRONZE/LATAO (REF 603) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 22 MM X 1/2""",UN    ,AS,"16,17"
1376,39864,"CONECTOR BRONZE/LATAO (REF 603) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 22 MM X 3/4""",UN    ,AS,"20,07"
1377,39865,"CONECTOR BRONZE/LATAO (REF 603) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 28 MM X 1/2""",UN    ,AS,"28,29"
1378,2517,"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 1 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"21,65"
1379,2522,"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 1 1/4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"13,99"
1380,2548,"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"8,61"
1381,2516,"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 1"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"11,24"
1382,2518,"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 2 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"103,08"
1383,2521,"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"43,88"
1384,2515,"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 3/4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"9,35"
1385,2519,"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 3"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"124,29"
1386,2520,"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"228,76"
1387,1602,"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1 1/2"", PARA CABOS DE DIAMETRO DE 37 A 40 MM",UN    ,CR,"43,91"
1388,1601,"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1 1/4"", PARA CABOS DE DIAMETRO DE 31 A 34 MM",UN    ,CR,"39,14"
1389,1598,"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1/2"", PARA CABOS DE DIAMETRO DE 12,5 A 15 MM",UN    ,CR,"11,58"
1390,1600,"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1"", PARA CABOS DE DIAMETRO DE 22,5 A 25 MM",UN    ,CR,"17,09"
1391,1603,"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 2"", PARA CABOS DE DIAMETRO DE 47,5 A 50 MM",UN    ,CR,"66,30"
1392,1599,"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 3/4"", PARA CABOS DE DIAMETRO DE 17,5 A 20 MM",UN    ,CR,"13,44"
1393,1597,"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 3/8"", PARA CABOS DE DIAMETRO DE 9 A 10 MM",UN    ,CR,"10,89"
1394,39600,"CONECTOR FEMEA RJ - 45, CATEGORIA 5 E",UN    ,CR,"20,78"
1395,39601,"CONECTOR FEMEA RJ - 45, CATEGORIA 6",UN    ,CR,"36,14"
1396,39602,"CONECTOR MACHO RJ - 45, CATEGORIA 5 E",UN    ,CR,"2,38"
1397,39603,"CONECTOR MACHO RJ - 45, CATEGORIA 6",UN    ,CR,"4,07"
1398,11821,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), COM SEPARADOR DE CABOS BIMETALICOS, PARA CABOS ATE 25 MM2",UN    ,CR,"8,94"
1399,1562,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), COM SEPARADOR DE CABOS BIMETALICOS, PARA CABOS ATE 50 MM2",UN    ,CR,"14,65"
1400,1563,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), COM SEPARADOR DE CABOS BIMETALICOS, PARA CABOS ATE 70 MM2",UN    ,CR,"19,66"
1401,11856,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 10 MM2",UN    ,C ,"5,86"
1402,11857,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 120 MM2",UN    ,CR,"30,84"
1403,11858,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 150 MM2",UN    ,CR,"38,28"
1404,1539,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 16 MM2",UN    ,CR,"6,88"
1405,11859,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 185 MM2",UN    ,CR,"52,08"
1406,1550,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 25 MM2",UN    ,CR,"7,26"
1407,11854,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 35 MM2",UN    ,CR,"9,08"
1408,11862,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 50 MM2",UN    ,CR,"12,73"
1409,11863,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 6 MM2",UN    ,CR,"5,14"
1410,11855,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 70 MM2",UN    ,CR,"19,01"
1411,11864,"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 95 MM2",UN    ,CR,"28,74"
1412,2527,"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 1 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"7,75"
1413,2526,"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 1 1/4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"4,96"
1414,2487,"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"1,69"
1415,2483,"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 1"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"3,53"
1416,2528,"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 2 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"19,50"
1417,2489,"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"8,59"
1418,2488,"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 3/4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"1,98"
1419,2484,"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 3"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"28,33"
1420,2485,"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS",UN    ,CR,"44,40"
1421,38005,"CONECTOR, CPVC, SOLDAVEL, 15 MM X 1/2"", PARA AGUA QUENTE",UN    ,AS,"16,98"
1422,38006,"CONECTOR, CPVC, SOLDAVEL, 22 MM X 1/2"", PARA AGUA QUENTE",UN    ,AS,"20,84"
1423,38428,"CONECTOR, CPVC, SOLDAVEL, 22 MM X 3/4"", PARA AGUA QUENTE",UN    ,AS,"19,52"
1424,38007,"CONECTOR, CPVC, SOLDAVEL, 28 MM X 1"", PARA AGUA QUENTE",UN    ,AS,"31,89"
1425,38008,"CONECTOR, CPVC, SOLDAVEL, 35 MM X 1 1/4"", PARA AGUA QUENTE",UN    ,AS,"128,45"
1426,38009,"CONECTOR, CPVC, SOLDAVEL, 42 MM X 1 1/2"", PARA AGUA QUENTE",UN    ,AS,"156,98"
1427,39279,"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 16 MM X 1/2"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX",UN    ,AS,"15,19"
1428,38845,"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 16 MM X 3/4"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX",UN    ,AS,"21,98"
1429,39280,"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 20 MM X 1/2"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX",UN    ,AS,"19,70"
1430,39281,"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 20 MM X 3/4"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX",UN    ,AS,"25,93"
1431,38849,"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 25 MM X 1/2"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX",UN    ,AS,"22,21"
1432,39282,"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 25 MM X 3/4"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX",UN    ,AS,"26,55"
1433,38852,"CONEXAO FIXA, ROSCA FEMEA, EM PLASTICO, DN 32 MM X 3/4"", PARA CONEXAO COM CRIMPAGEM EM TUBO PEX",UN    ,AS,"36,12"
1434,38844,"CONEXAO FIXA, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 16 MM X 1/2"", PARA TUBO PEX",UN    ,AS,"11,10"
1435,38846,"CONEXAO FIXA, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 20 MM X 1/2"", PARA TUBO PEX",UN    ,AS,"12,14"
1436,38847,"CONEXAO FIXA, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 20 MM X 3/4"", PARA TUBO PEX",UN    ,AS,"14,94"
1437,38850,"CONEXAO FIXA, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 25 MM X 1"", PARA TUBO PEX",UN    ,AS,"20,76"
1438,38848,"CONEXAO FIXA, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 25 MM X 3/4"", PARA TUBO PEX",UN    ,AS,"17,37"
1439,38851,"CONEXAO FIXA, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 32 MM X 1"", PARA TUBO PEX",UN    ,AS,"31,56"
1440,38860,"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 16 MM X 1/2""",UN    ,AS,"8,92"
1441,38861,"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 16 MM X 3/4""",UN    ,AS,"12,00"
1442,38862,"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 20 MM X 1/2""",UN    ,AS,"10,12"
1443,38863,"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 20 MM X 3/4""",UN    ,AS,"11,63"
1444,38865,"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 25 MM X 1/2""",UN    ,AS,"15,79"
1445,38864,"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 25 MM X 1""",UN    ,AS,"24,13"
1446,38866,"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 25 MM X 3/4""",UN    ,AS,"16,99"
1447,38868,"CONEXAO FIXA, ROSCA MACHO, METALICA, PARA TUBO PEX, DN 32 MM X 1""",UN    ,AS,"28,32"
1448,38853,"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 16 MM X 1/2""",UN    ,AS,"9,15"
1449,38854,"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 16 MM X 3/4""",UN    ,AS,"12,51"
1450,38855,"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 20 MM X 1/2""",UN    ,AS,"9,28"
1451,38856,"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 20 MM X 3/4""",UN    ,AS,"14,90"
1452,38857,"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 25 MM X 1""",UN    ,AS,"19,71"
1453,38858,"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 25 MM X 3/4""",UN    ,AS,"17,92"
1454,38859,"CONEXAO MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, PARA TUBO PEX, DN 32 MM X 1""",UN    ,AS,"29,02"
1455,3104,"CONJ. DE FERRAGENS PARA PORTA DE VIDRO TEMPERADO, EM ZAMAC CROMADO, CONTEMPLANDO DOBRADICA INF., DOBRADICA SUP., PIVO PARA DOBRADICA INF., PIVO PARA DOBRADICA SUP., FECHADURA CENTRAL EM ZAMC. CROMADO, CONTRA FECHADURA DE PRESSAO",CJ    ,CR,"139,88"
1456,1607,"CONJUNTO ARRUELAS DE VEDACAO 5/16"" PARA TELHA FIBROCIMENTO (UMA ARRUELA METALICA E UMA ARRUELA PVC - CONICAS)",CJ    ,CR,"0,25"
1457,38169,"CONJUNTO DE FERRAGENS PIVO, PARA PORTA PIVOTANTE DE ATE 100 KG, REGULAVEL COM ESFERA , CROMADO - SUPERIOR E INFERIOR - COMPLETO",CJ    ,CR,"81,02"
1458,6142,"CONJUNTO DE LIGACAO PARA BACIA SANITARIA AJUSTAVEL, EM PLASTICO BRANCO, COM TUBO, CANOPLA E ESPUDE",UN    ,CR,"8,04"
1459,11686,"CONJUNTO DE LIGACAO PARA BACIA SANITARIA EM PLASTICO BRANCO COM TUBO, CANOPLA E ANEL DE EXPANSAO (TUBO 1.1/2 '' X 20 CM)",UN    ,CR,"11,16"
1460,37598,"CONJUNTO MONTADO ESTOPIM COM ESPOLETA COMUM NUMERO 8, COM CABECA ACENDEDORA, 1,5 M",UN    ,AS,"44,96"
1461,25398,"CONJUNTO PARA FUTSAL COM TRAVES OFICIAIS DE 3,00 X 2,00 M EM TUBO DE ACO GALVANIZADO 3"" COM REQUADRO EM TUBO DE 1"", PINTURA EM PRIMER COM TINTA ESMALTE SINTETICO E REDES DE POLIETILENO FIO 4 MM",UN    ,AS,"5.152,03"
1462,25399,"CONJUNTO PARA QUADRA DE  VOLEI COM POSTES EM TUBO DE ACO GALVANIZADO 3"", H = *255* CM, PINTURA EM TINTA ESMALTE SINTETICO, REDE DE NYLON COM 2 MM, MALHA 10 X 10 CM E ANTENAS OFICIAIS EM FIBRA DE VIDRO",UN    ,AS,"3.127,73"
1463,43440,"CONJUNTO PRE-MOLDADO COMPOSTO POR GRELHA (0,99 X 0,45 M), QUADRO (1,10 X 0,52 M) E CANTONEIRA (1,10 X 0,35 M), EM CONCRETO ARMADO, COM FCK DE 21 MPA",UN    ,AS,"395,73"
1464,10667,"CONTAINER ALMOXARIFADO, DE *2,40* X *6,00* M, PADRAO SIMPLES, SEM REVESTIMENTO E SEM DIVISORIAS INTERNOS E SEM SANITARIO, PARA USO EM CANTEIRO DE OBRAS",UN    ,AS,"17.202,00"
1465,1613,"CONTATOR TRIPOLAR, CORRENTE DE *110* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3",UN    ,AS,"1.434,88"
1466,1626,"CONTATOR TRIPOLAR, CORRENTE DE *185* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3",UN    ,AS,"2.146,04"
1467,1625,"CONTATOR TRIPOLAR, CORRENTE DE *22* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3",UN    ,AS,"149,89"
1468,1622,"CONTATOR TRIPOLAR, CORRENTE DE *265* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3",UN    ,AS,"4.842,74"
1469,1620,"CONTATOR TRIPOLAR, CORRENTE DE *38* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3",UN    ,AS,"315,75"
1470,1629,"CONTATOR TRIPOLAR, CORRENTE DE *500* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3",UN    ,AS,"11.786,09"
