,Código do SINAPI,Descrição Básica,Unidade de Cálculo,Unidade de Comercialização,Normas Técnicas,Imagem,Informações Gerais,Referencial / Parâmetro de Pesquisa,Atualizado em,Obs,pagina,Arquivo
732,25003,"CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 2 AWG ",KG ,KG ,"NBR 5118; NBR 5471; NBR 7271; NBR 7272; NB 7302; NBR 7310; NBR 7312; NBR 7398, NBR 1113 NBR 15443 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"O CA é um condutor encordoado concentricamente com uma ou mais coroas de fios de alumínio 1350 H-19. O número de fios depende basicamente dos requisitos elétricos que definirão a bitola. O CA é usualmente um cabo nu para linhas de distribuição primária e secundária com vãos curtos onde não é requerida alta resistência mecânica. No entanto por ser um condutor de alumínio homogêneo, a ampacidade é muito bem otimizada. "," NEXANS, LAMESA, CONDUSPAR ",04/02/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",735,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
733,37410,"CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 2/0 AWG ",KG ,KG ,"NBR 5118; NBR 5471; NBR 7271; NBR 7272; NB 7302; NBR 7310; NBR 7312; NBR 7398, NBR 1113 NBR 15443 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"O CA é um condutor encordoado concentricamente com uma ou mais coroas de fios de alumínio 1350 H-19. O número de fios depende basicamente dos requisitos elétricos que definirão a bitola. O CA é usualmente um cabo nu para linhas de distribuição primária e secundária com vãos curtos onde não é requerida alta resistência mecânica. No entanto por ser um condutor de alumínio homogêneo, a ampacidade é muito bem otimizada. "," NEXANS, LAMESA, CONDUSPAR ",04/02/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",736,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
734,842,"CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 4 AWG ",KG ,KG ,"NBR 5118; NBR 5471; NBR 7271; NBR 7272; NB 7302; NBR 7310; NBR 7312; NBR 7398, NBR 1113 NBR 15443 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"O CA é um condutor encordoado concentricamente com uma ou mais coroas de fios de alumínio 1350 H-19. O número de fios depende basicamente dos requisitos elétricos que definirão a bitola. O CA é usualmente um cabo nu para linhas de distribuição primária e secundária com vãos curtos onde não é requerida alta resistência mecânica. No entanto por ser um condutor de alumínio homogêneo, a ampacidade é muito bem otimizada. "," NEXANS, LAMESA, CONDUSPAR ",04/02/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",737,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
735,862,CABO DE COBRE NU 10 MM2 MEIO-DURO ,M ,100M ,"NBR 5111, NBR 6524, NBR 5349 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre eletrolítico nu, têmpera meio-dura, encordoamento classe 2A e 3A, conforme NBR 6524. São recomendados para instalações de linhas aéreas para transmissão e distribuição de energia elétrica e para sistemas de aterramento. Embalagem de comercialização usualbobina. "," Prysmian, Nambei, Intelli, Cordeiro, Cabelauto ",29/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",738,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
736,866,CABO DE COBRE NU 120 MM2 MEIO-DURO ,M ,100M ,"NBR 5111, NBR 6524, NBR 5349 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre eletrolítico nu, têmpera meio-dura, encordoamento classe 2A e 3A, conforme NBR 6524. São recomendados para instalações de linhas aéreas para transmissão e distribuição de energia elétrica e para sistemas de aterramento. Embalagem de comercialização usualbobina. "," Prysmian, Nambei, Cordeiro, Cabelauto ",29/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",739,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
737,892,CABO DE COBRE NU 150 MM2 MEIO-DURO ,M ,100M ,"NBR 5111, NBR 6524, NBR 5349 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre eletrolítico nu, têmpera meio-dura, encordoamento classe 2A e 3A, conforme NBR 6524. São recomendados para instalações de linhas aéreas para transmissão e distribuição de energia elétrica e para sistemas de aterramento. Embalagem de comercialização usualbobina. "," Prysmian, Nambei, Cordeiro, Cabelauto ",29/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",740,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
738,857,CABO DE COBRE NU 16 MM2 MEIO-DURO ,M ,100M ,"NBR 5410:2004 Versão Corrigida:2008; NBR 5111:1997; NBR 6524:1998, NBR 5349:1997 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre eletrolítico nu, têmpera meio-dura, encordoamento classe 2A e 3A, conforme NBR 6524. Seção nominal de 16mm². São recomendados para instalações de linhas aéreas para transmissão e distribuição de energia elétrica e para sistemas de aterramento. Embalagem de comercialização usualrolo ou bobina. "," Prysmian, Nambei, Intelli, Cordeiro, Cabelauto ",29/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",741,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
739,37404,CABO DE COBRE NU 185 MM2 MEIO-DURO ,M ,100M ,"NBR 5111, NBR 6524, NBR 5349 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre eletrolítico nu, têmpera meio-dura, encordoamento classe 2A e 3A, conforme NBR 6524. São recomendados para instalações de linhas aéreas para transmissão e distribuição de energia elétrica e para sistemas de aterramento. Embalagem de comercialização usualbobina. "," Prysmian, Cordeiro, Cabelauto ",29/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",742,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
740,868,CABO DE COBRE NU 25 MM2 MEIO-DURO ,M ,100M ,"NBR 5111, NBR 6524, NBR 5349 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre eletrolítico nu, têmpera meio-dura, encordoamento classe 2A e 3A, conforme NBR 6524. São recomendados para instalações de linhas aéreas para transmissão e distribuição de energia elétrica e para sistemas de aterramento. Embalagem de comercialização usualbobina. "," Prysmian, Nambei, Intelli, Cordeiro, Cabelauto ",29/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",743,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
741,870,CABO DE COBRE NU 300 MM2 MEIO-DURO ,M ,100M ,"NBR 5111, NBR 6524, NBR 5349 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre eletrolítico nu, têmpera meio-dura, encordoamento classe 2A e 3A, conforme NBR 6524. São recomendados para instalações de linhas aéreas para transmissão e distribuição de energia elétrica e para sistemas de aterramento. Embalagem de comercialização usualbobina. ", Cordeiro ,29/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",744,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
742,863,CABO DE COBRE NU 35 MM2 MEIO-DURO ,M ,100M ,"NBR 5111, NBR 6524, NBR 5349 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre eletrolítico nu, têmpera meio-dura, encordoamento classe 2A e 3A, conforme NBR 6524. São recomendados para instalações de linhas aéreas para transmissão e distribuição de energia elétrica e para sistemas de aterramento. Embalagem de comercialização usualbobina. "," Prysmian, Nambei, Intelli, Cordeiro, Cabelauto ",29/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",745,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
743,867,CABO DE COBRE NU 50 MM2 MEIO-DURO ,M ,100M ,"NBR 5111, NBR 6524, NBR 5349 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre eletrolítico nu, têmpera meio-dura, encordoamento classe 2A e 3A, conforme NBR 6524. São recomendados para instalações de linhas aéreas para transmissão e distribuição de energia elétrica e para sistemas de aterramento. Embalagem de comercialização usualbobina. "," Prysmian, Nambei, Intelli, Cordeiro, Cabelauto ",29/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",746,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
744,891,CABO DE COBRE NU 500 MM2 MEIO-DURO ,M ,100M ,"NBR 5111, NBR 6524, NBR 5349 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre eletrolítico nu, têmpera meio-dura, encordoamento classe 2A e 3A, conforme NBR 6524. São recomendados para instalações de linhas aéreas para transmissão e distribuição de energia elétrica e para sistemas de aterramento. Embalagem de comercialização usualbobina. ", Cordeiro ,29/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",747,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
745,864,CABO DE COBRE NU 70 MM2 MEIO-DURO ,M ,100M ,"NBR 5111, NBR 6524, NBR 5349 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre eletrolítico nu, têmpera meio-dura, encordoamento classe 2A e 3A, conforme NBR 6524. São recomendados para instalações de linhas aéreas para transmissão e distribuição de energia elétrica e para sistemas de aterramento. Embalagem de comercialização usualbobina. "," Prysmian, Nambei, Intelli, Cordeiro, Cabelauto ",29/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",748,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
746,865,CABO DE COBRE NU 95 MM2 MEIO-DURO ,M ,100M ,"NBR 5111, NBR 6524, NBR 5349 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre eletrolítico nu, têmpera meio-dura, encordoamento classe 2A e 3A, conforme NBR 6524. São recomendados para instalações de linhas aéreas para transmissão e distribuição de energia elétrica e para sistemas de aterramento. Embalagem de comercialização usualbobina. "," Prysmian, Nambei, Intelli, Cordeiro, Cabelauto ",29/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",749,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
747,1006,"CABO DE COBRE RIGIDO, CLASSE 2, ISOLACAO EM PVC, ANTI-CHAMA BWF-B, 1 CONDUTOR, 450/750 V, DIAMETRO 120 MM2 ",M ,100M ,NBR NM 247-3:2002; NBR NM 280:2011; NBR 5410:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Para tensões nominais até 450/750 V, formado por fios de cobre nu, eletrolítico, têmpera mole, encordoamento classe 2 (rígido), isolado com PVC, tipo PVC/A para 70°C, antichama (BWF-B), várias cores. São indicados para instalações internas fixas, industriais, comerciais e residenciais de luz e força, circuitos de alimentação e distribuição de energia até 750V, embutidos em eletrodutos, bandejas ou canaletas Coletar em rolos de 100 metros. ", LAMESA (Cabo Lameflan BWF 750V); COBRECOM (Cabo PLASTICOM); CONDUSPAR (Cabo Rígido BWF 750 V); SIL (Cabo Rígido SIL 750 V) ,24/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",750,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
748,948,"CABO DE COBRE UNIPOLAR 10 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",751,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
749,947,"CABO DE COBRE UNIPOLAR 16 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",752,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
750,911,"CABO DE COBRE UNIPOLAR 16 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",753,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
751,925,"CABO DE COBRE UNIPOLAR 25 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",754,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
752,954,"CABO DE COBRE UNIPOLAR 25MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",755,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
753,901,"CABO DE COBRE UNIPOLAR 35 MM2, BLINDADO, ISOLACAO 12/20 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",02/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",756,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
754,926,"CABO DE COBRE UNIPOLAR 35 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",757,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
755,912,"CABO DE COBRE UNIPOLAR 35 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",758,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
756,955,"CABO DE COBRE UNIPOLAR 50 MM2, BLINDADO, ISOLACAO 12/20 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",759,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
757,946,"CABO DE COBRE UNIPOLAR 50 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",760,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
758,953,"CABO DE COBRE UNIPOLAR 50 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",761,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
759,902,"CABO DE COBRE UNIPOLAR 70 MM2, BLINDADO, ISOLACAO 12/20 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",762,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
760,927,"CABO DE COBRE UNIPOLAR 70 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",763,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
761,913,"CABO DE COBRE UNIPOLAR 70 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC ",M ,M ,NBR 7286 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Condutor formado por fios de cobre nu, têmpera mole, encordoamento, isolação em composto termofixo Etileno Propileno (EPR/B) e cobertura em composto termoplástico (PVC/ST2). O cabo unipolar é um cabo constituído por um único condutor isolado. São recomendados para circuitos de alimentação e distribuição de energia elétrica, em instalações industriais, comerciais, residenciais, subestações de transformação, ao ar livre, subterrâneas em locais com excessiva umidade ou diretamente enterrados no solo. "," Alcoa Alumínio S.A, Pirelli Cabos SA, Eurocabos ",17/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",764,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
