,Unnamed: 0.1,Código do SINAPI,Descrição Básica,Unidade de Cálculo,Normas Técnicas,Imagem,Informações Gerais,Atualizado em,Obs,pagina,Arquivo
349,349.0,39579,AR-CONDICIONADO FRIO SPLITAO MODULAR 20 TR ,UN ,NBR 14679:2005; NBR 16401-1:2008; NBR 16401-2:2008; NBR 16401-3:2008. ,,"O splitão modular é um aparelho de ar-condicionado com características mais pesadas. Composto por uma unidade externa e duas ou mais internas, a condensadora pode ter diferentes tamanhos que varia conforme a carga térmica do sistema. Esta pode ficar em locais abertos ou então em uma casa de máquinas. Também pode ter unidades internas embutidas dentro de forros, dutos, armários ou sancas de gesso. A estrutura que receberá as unidades interna e externa, sejam elas quais forem, são pré-estabelecidas pelo projeto de climatização, item obrigatório para a instalação deste tipo de equipamento. Hoje, é possível encontrar splitões sem dutos, instalados diretamente nos cômodos. Os dutos são considerados dispositivos que aumentam a eficiência do sistema, pois concentram a vazão do ar condicionado. O splitão é um aparelho que possui alta vazão de ar e, geralmente, é indicado para ambientes comerciais e institucionais. ",18/01/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",352,10_2021 - FichaInsumo\Arquivos A a G.pdf
350,350.0,39826,"AR-CONDICIONADO SPLIT INVERTER, PISO TETO, 24000 BTU/H, QUENTE/FRIO, 60HZ, CLASSIFICACAO ENERGETICA A - SELO PROCEL, GAS HFC, CONTROLE S/FIO ",UN ,NBR 14679:2005; NBR 16401-1:2008; NBR 16401-2:2008; NBR 16401-3:2008. ,,"Pode ser instalado no teto, ciclo quente e frio, sistema de ligação/partida com tecnologia inverter, Selo procel A . Geralmente ele é aplicado em instalações comerciais pela sua carga térmica. Mas pode ser utilizado em residências com grande fluxo de pessoas e que tenham pé direito alto. ",18/01/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",353,10_2021 - FichaInsumo\Arquivos A a G.pdf
351,351.0,366,"AREIA FINA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE) ",M3 ,NBR 7211/09; NBR 9935/11; NBR 6502/95 ,,"É utilizado como agregado miúdo na execução de argamassas finas, também pode ser utilizado em obras de pavimentação, leitos ou berços de tubos de drenagem. Pode ser obtido de processos naturais ou artificiais de desintegração de rochas. De acordo com a norma NBR 6502/95 tem granulometria entre 0,06mm e 0,2mm. Deve ser limpa ou lavada e não deve conter quantidades prejudiciais de argila ou outras impurezas. A unidade de coleta é a carga de 7m3. O preço não inclui a carga do material. A coleta considera o insumo pronto para ser carregado em caminhão (volume solto), obtido junto ao fornecedor (formal com CNPJ) e inclui, normalmente, os impostos e custos decorrentes da venda, como indenização da jazida, se houver. ",14/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",354,10_2021 - FichaInsumo\Arquivos A a G.pdf
352,352.0,367,"AREIA GROSSA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE) ",M3 ,"NBR 7211/09, NBR 9935/11, NBR 6502/95. ",,"Areia Grossa é geralmente usada como agregado do concreto ou em trabalhos que exigem uma maior resistência da liga ou onde não há necessidade de acabamento final. Também pode ser utilizado em obras de pavimentação, leitos ou berços de tubos de drenagem. Pode ser obtido de processos naturais ou artificiais de desintegração de rochas. De acordo com a norma NBR 6502/95 tem granulometria entre 0,6 mm e 2,0 mm. Deve ser limpa ou lavada e não deve conter quantidades prejudiciais de argila ou outras impurezas. A unidade de coleta é a carga (caminhão) de 7m3. O preço não inclui a carga do material. A coleta considera o insumo pronto para ser carregada em caminhão (volume solto), obtido junto ao fornecedor (formal com CNPJ) e inclui, normalmente, os impostos e custos decorrentes da venda, como indenização da jazida, se houver. ",14/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",355,10_2021 - FichaInsumo\Arquivos A a G.pdf
353,353.0,370,"AREIA MEDIA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE) ",M3 ,"NBR 7211/09, NBR 9935/11, NBR 6502/95. ",,"É utilizado como agregado miúdo na execução de argamassas finas, também pode ser utilizado em obras de pavimentação, leitos ou berços de tubos de drenagem. Pode ser obtido de processos naturais ou artificiais de desintegração de rochas. De acordo com a norma NBR 6502/95 tem granulometria entre 0,2 mm e 0,6 mm. Deve ser limpa ou lavada e não deve conter quantidades prejudiciais de argila ou outras impurezas. A unidade de coleta é a carga (caminhão) de 7m3. O preço não inclui a carga do material. A coleta considera o insumo pronto para ser carregada em caminhão (volume solto), obtido junto ao fornecedor (formal com CNPJ) e inclui, normalmente, os impostos e custos decorrentes da venda, como indenização da jazida, se houver. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",356,10_2021 - FichaInsumo\Arquivos A a G.pdf
354,354.0,368,"AREIA PARA ATERRO - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE) ",M3 ,DNIT-ES 108/09. ,,"É utilizado como material de aterro em obras de pavimentação ou construção civil. Sendo normalmente obtido como sobra do processo de extração da areia. A unidade de coleta é a carga (caminhão) de 7m3. O preço não inclui a carga do material. A coleta considera o insumo pronto para ser carregada em caminhão (volume solto), obtido junto ao fornecedor (formal com CNPJ) e inclui, normalmente, os impostos e custos decorrentes da venda, como indenização da jazida, se houver. ",14/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",357,10_2021 - FichaInsumo\Arquivos A a G.pdf
355,355.0,11075,"AREIA PARA LEITO FILTRANTE (0,42 A 1,68 MM) - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE) ",M3 ,NBR 11799:2016;NBR 13969:1997 ,,"Areia utilizada para criar filtros. A unidade de coleta é a carga (caminhão) de 7m3. O preço não inclui a carga do material. A coleta considera o insumo pronto para ser carregada em caminhão (volume solto), obtido junto ao fornecedor (formal com CNPJ) e inclui, normalmente, os impostos e custos decorrentes da venda, como indenização da jazida, se houver. ",14/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",358,10_2021 - FichaInsumo\Arquivos A a G.pdf
356,356.0,1381,ARGAMASSA COLANTE AC I PARA CERAMICAS ,KG ,"NBR 14081:2012 - PARTES 1, 3, 4 E 5, NBR 14081:2015 - PARTE 2 ",,"Argamassa ou cimento colante em pó (cimento-c. É indicada para o assentamento de placas cerâmicas (pisos e azulejos) em ambientes internos à exceção de saunas, churrasqueiras, estufas, câmaras frigoríficas e outros revestimentos submetidos a variações intensas de temperatura.Não deve ser  (porcelanato, mármore ou granito), ou de placas com área superior a 900 cm2, ou ainda em revestimentos de paredes ou fachadas externas. A unidade de coleta é o saco de 20Kg. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",359,10_2021 - FichaInsumo\Arquivos A a G.pdf
357,357.0,34353,ARGAMASSA COLANTE AC II ,KG ,"NBR 14081:2012 - PARTES 1, 3, 4 E 5, NBR 14081:2015 - PARTE 2 ",,"Argamassa utilizada para assentar pisos e revestimentos cerâmicos. Adequada para aplicação deRevestimento cerâmico de até 45 cm x 45 cm, em pisos e paredes de áreas internas e externas. Revestimento cerâmico em fachadas até 20 cm x 20 cm.  Em piscinas apresenta absorção de água mínima de 3% e máxima 5% A unidade de coleta é o saco de 20Kg. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",360,10_2021 - FichaInsumo\Arquivos A a G.pdf
358,358.0,37595,ARGAMASSA COLANTE TIPO AC III ,KG ,"NBR14081:2012 - PARTES 1, 3, 4 E 5; NBR14081:2015 - PARTE 2; NBR 13753/1996; NBR7200/1998 ",,"Produto industrial, no estado seco, composto de cimento Portland, agregados minerais e aditivos químicos, que, quando misturado com água, forma uma massa viscosa, plástica e aderente, empregada no assentamento de placas cerâmicas para revestimento. É recomendada para assentamento de peças cerâmicas em ambientes externos e internos (cerâmicas e azulejos). Esta argamassa é indicada para uso especial em assentamento de porcelanatos, pedras, granitos, mármores, cerâmica sobre cerâmica, e revestimento em ambientes especiaissaunas, piscinas e estufas. Cimentocola flexível. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",361,10_2021 - FichaInsumo\Arquivos A a G.pdf
359,359.0,37596,ARGAMASSA COLANTE TIPO AC III E ,KG ,"NBR14081:2012 - PARTES 1, 3, 4 E 5; NBR14081:2015 - PARTE 2; NBR 13753/1996; NBR7200/1998 ",,"Produto industrial, no estado seco, composto de cimento Portland, agregados minerais e aditivos químicos, que, quando misturado com água, forma uma massa viscosa, plástica e aderente, empregada no assentamento de placas cerâmicas para revestimento em ambientes externos e internos (piscinas de água quente, saunas e churrasqueiras). Apresenta aderência superior em relação às argamassas dos tipos AC-I e AC-II. ",19/03/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",362,10_2021 - FichaInsumo\Arquivos A a G.pdf
360,360.0,371,"ARGAMASSA INDUSTRIALIZADA MULTIUSO, PARA REVESTIMENTO INTERNO E EXTERNO E ASSENTAMENTO DE BLOCOS DIVERSOS ",KG ,NBR 13528:2010; NBR 7200:1998; NBR 13749:2013; NBR 13281:2005. ,,"Argamassa pré-misturada pronta para emboço e reboco de paredes e tetos. Pode ser utilizada também para assentar alvenaria de vedação (sem função estrutural) com blocos de concreto, bloco concreto celular e cerâmico. Uso interno e externo. A unidade de coleta é o saco de 50Kg. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",363,10_2021 - FichaInsumo\Arquivos A a G.pdf
361,361.0,37553,ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO COLANTE ,KG ,NBR 13276:2016; NBR 13277:2005; NBR 13278:2005; NBR 13279:2005; NBR 13280:2005; NBR 13281:2005; NBR 13528:2010; NBR 13749:2013; NBR 15258:2005; NBR 15259:2005. ,,"Argamassa adesiva industrializada para chapisco, colante, feita de cimento portland, agregados e aditivos químos. Aplicações sobre superfícies de concreto, como tetos, pilares e vigas, com a função de formar uma ponte de aderência para as argamassas de revestimento. Apresenta resistências mecânicas superiores a um chapisco convencional. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",364,10_2021 - FichaInsumo\Arquivos A a G.pdf
362,362.0,37552,ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO ROLADO ,KG ,NBR 13276:2016; NBR 13277:2005; NBR 13278:2005; NBR 13279:2005; NBR; NBR 13280:2005; NBR 13281:2005; NBR 13528:2010; NBR 137492013; NBR 15258:2005; NBR 15259:2005. ,,"Argamassa pronta para chapisco rolado formulado à base de cimento Portland, polímeros, agregados minerais, aditivos especiais que quando misturados resultam numa argamassa de fácil aplicação com rolo de textura. Pode ser usada como monocamada diretamente sobre alvenarias e superfícies de concreto previamente tratadas. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",365,10_2021 - FichaInsumo\Arquivos A a G.pdf
363,363.0,36880,ARGAMASSA PARA REVESTIMENTO DECORATIVO MONOCAMADA ,KG ,NBR 13281:2005. ,,"Argamassa para revestimento decorativo:revestimento aplicado em camada única como alternativa ao tradicional revestimento de argamassa com pintura. Trata-se de argamassa cimentícia industrializada, pigmentada, que tem a função de regularização da superfície e acabamento decorativo. Destina-se ao revestimento em uma única camada de paredes internas e externas constituídas por alvenaria de blocos cerâmicos, de blocos de concreto e superfícies de concreto. Além de se constituir num acabamento decorativo, oferece proteção contra penetração de água de chuva. Componentes principais:cimento branco, cal hidratada e agregados (calcário dolomítico), e aditivos. É comercializada em sacos de 30Kg em cores variadas. Argamassa decorativa monocapa. Sua formulação permite aplicação direto sobre alvenaria estrutural, dispensando o uso de chapisco e emboço. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",366,10_2021 - FichaInsumo\Arquivos A a G.pdf
364,364.0,34355,ARGAMASSA PISO SOBRE PISO ,KG ,"NBR 14086:2004; NBR 14081:2012 - PARTES 1, 3, 4 E 5, NBR 14081:2015 - PARTE 2; NBR 13753:1996. ",,"Argamassa específica para a aplicação de piso sobre piso ou azulejo sobre azulejo, para uso interno. A unidade de coleta é o saco de 20Kg. Cimentocola piso sobre piso para uso interno. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",367,10_2021 - FichaInsumo\Arquivos A a G.pdf
365,365.0,130,"ARGAMASSA POLIMERICA DE REPARO ESTRUTURAL, BICOMPONENTE ",KG ,,,"É uma argamassa pré-dosada, bicomponente composta por cimento, agregados e polímeros, tixotrópica, elaborada para permitir a execução de reparos superficiais e recuperação de estruturas de concreto em camadas na horizontal ou vertical, até 25mm de espessura. Aplicação em reparos estruturais, proteção de armaduras, reparos de revestimentos, restauração de quinas com cantos vivos de concreto e proteção mecânica de impermeabilização entre outras.  No mercado se encontram produtos para diferentes situações e não existe um padrão comparativo devido à falta de classificação e norma regulamentadora. É comum encontrar denominações e embalagens diversificadas. Para este insumo considerar conjunto de dois componentes, um líquido e um em pó, sendo que o componente em pó é fornecido em sacos que variam de 19 a 25 Kg. ",21/08/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",368,10_2021 - FichaInsumo\Arquivos A a G.pdf
366,366.0,135,"ARGAMASSA POLIMERICA IMPERMEABILIZANTE SEMIFLEXIVEL, BICOMPONENTE (MEMBRANA IMPERMEABILIZANTE ACRILICA) ",KG ,NBR 11905:1992. ,,"Revestimento semiflexível impermeabilizante bicomponente à base de cimento, areias selecionadas e resina acrílica para uso em concreto, argamassa ou alvenaria com excelente aderência e impermeabilidade. Também chamado Membrana Impermeabilizante acrílica, bicomponente. Pronto para uso, bastando homogeneizar os dois componentes. Aplicação em impermeabilização de reservatórios de concreto ou alvenaria, piscinas, diques de contenção, jardineiras, e outros; impermeabilização de fundações em geral para eliminar a umidade por capilaridade ascendente; impermeabilização de paredes, muros, pisos e rodapés. Pode ser aplicado como pintura. Aplicação a frio. Não deve ser utilizado com finalidade estética. Reduz o processo de carbonatação por formação de barreira. Não é corrosivo, tóxico ou inflamável. Unidade de coletaCaixa com 18 Kg. ",21/08/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",369,10_2021 - FichaInsumo\Arquivos A a G.pdf
367,367.0,36886,ARGAMASSA PRONTA PARA CONTRAPISO ,KG ,NBR 13276:2016; NBR 13281:2005. ,,"Argamassa pré-misturada para execução, nivelamento, regularização de contrapisos, pisos e lajes em áreas externas e internas. É fornecida em sacos de 30, 40 e 50 kg. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",370,10_2021 - FichaInsumo\Arquivos A a G.pdf
368,368.0,38546,"ARGAMASSA USINADA AUTOADENSAVEL E AUTONIVELANTE PARA CONTRAPISO, INCLUI BOMBEAMENTO ",M3 ,ABNT NBR 7212:2012; NBR 14026:2012; NBR15823:2017 - PARTES 1 À 6 ,,"Argamassa estabilizada dosada em central, transportada até a obra em caminhão betoneira, bombeada por mangotes até o pavimento de aplicação com finalização manual do nivelamento. Apresenta alta fluidez e plasticidade. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",371,10_2021 - FichaInsumo\Arquivos A a G.pdf
369,369.0,34549,"ARGILA EXPANDIDA, GRANULOMETRIA 2215 ",M3 ,"NBR 7218:2010, NBR NM 248:2003 ",,"A Argila Expandida é um agregado leve que se apresenta em forma de bolinhas de cerâmica arredondadas, com uma estrutura interna formada por uma espuma cerâmica com microporos e com uma casca rígida e resistente. Suas principais características sãoleveza, baixa densidade, isolamento térmico, isolamento acústico, durabilidade e resistência a altas temperaturas. Tem diversas aplicações como enchimento leve solto, enchimento leve rígido, geotecnia, concreto leve, paisagismo, jardinagem e telhado verde. A granulometria 2215 corresponde à faixa de 22 a 15 mm, equivalente à brita 1. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",372,10_2021 - FichaInsumo\Arquivos A a G.pdf
370,370.0,6081,ARGILA OU BARRO PARA ATERRO/REATERRO (COM TRANSPORTE ATE 10 KM) ,M3 ,NBR 5681:2015 ,,"Aterro é o depósito e compactação de materiais (terra ou outros) em terrenos que apresentam depressões, crateras ou áreas com nível abaixo do desejado a fim de torná-lo mais alto ou simplesmente plano. Em geral não devem ser usados solos expansíveis e solúveis. Para este insumo considerar barro, argila ou saibro como material para aterro. A coleta considera o insumo com transporte, em caminhão. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",373,10_2021 - FichaInsumo\Arquivos A a G.pdf
371,371.0,6077,"ARGILA OU BARRO PARA ATERRO/REATERRO (RETIRADO NA JAZIDA, SEM TRANSPORTE) ",M3 ,NBR 5681:2015 ,,"Aterro é o depósito e compactação de materiais (terra ou outros) em terrenos que apresentam depressões, crateras ou áreas com nível abaixo do desejado a fim de torná-lo mais alto ou simplesmente plano. Em geral não devem ser usados solos expansíveis e solúveis. Para este insumo considerar barro ou argila como material para aterro. A coleta considera o insumo pronto para ser carregado em caminhão (volume solto), obtido junto ao fornecedor (formal com CNPJ) e inclui, normalmente, os impostos e custos decorrentes da venda, como indenização da jazida, se houver. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",374,10_2021 - FichaInsumo\Arquivos A a G.pdf
372,372.0,6079,"ARGILA, ARGILA VERMELHA OU ARGILA ARENOSA (RETIRADA NA JAZIDA, SEM TRANSPORTE) ",M3 ,NBR 14114:1998 ,,"Retiradas em jazidas específicas, essas argilas possuem geralmente granulometria muito fina, característica que lhes conferem diferentes graus de plasticidade quando adicionada à água, e resistência a seco após o processo de queima, aspectos importantes para fabricação de uma grande variedade de produtos cerâmicos. A coleta considera o insumo pronto para ser carregada em caminhão (volume solto), obtido junto ao fornecedor (formal com CNPJ) e inclui, normalmente, os impostos e custos decorrentes da venda, como indenização da jazida, se houver. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",375,10_2021 - FichaInsumo\Arquivos A a G.pdf
373,373.0,1091,"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 1 ESTRIBO E 1 ISOLADOR ",UN ,NBR 6323:2016; NBR 8158:2013; NBR 8159:2013 ,,"Ferragem galvanizada utilizada para permitir a fixação dos condutores na montagem de estruturas de redes secundárias urbanas. É utilizada em grupos para 1, 2, 3 ou 4 estribos. A armação deve ter superfície lisa, uniforme e contínua, sem saliências pontiagudas, arestas cortantes, cantos vivos ou outras imperfeições, devendo ser fornecida montada com a respectiva haste e contra- pino. Observar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. ",02/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"ervar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. Atualizado em02/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO Obsas dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",376,10_2021 - FichaInsumo\Arquivos A a G.pdf
374,374.0,1094,"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 1 ESTRIBO, SEM ISOLADOR ",UN ,NBR 6323:2016; NBR 8158:2013; NBR 8159:2013 ,,"Ferragem galvanizada utilizada para permitir a fixação dos condutores na montagem de estruturas de redes secundárias urbanas. É utilizada em grupos para 1, 2, 3 ou 4 estribos. A armação deve ter superfície lisa, uniforme e contínua, sem saliências pontiagudas, arestas cortantes, cantos vivos ou outras imperfeições, devendo ser fornecida montada com a respectiva haste e contra- pino. Observar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. ",24/02/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"ervar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. Atualizado em24/02/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO Obsas dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",377,10_2021 - FichaInsumo\Arquivos A a G.pdf
375,375.0,1095,"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 2 ESTRIBOS, E 2 ISOLADORES ",UN ,NBR 6323:2016; NBR 8158:2013; NBR 8159:2013 ,,"Ferragem galvanizada utilizada para permitir a fixação dos condutores na montagem de estruturas de redes secundárias urbanas. É utilizada em grupos para 1, 2, 3 ou 4 estribos. A armação deve ter superfície lisa, uniforme e contínua, sem saliências pontiagudas, arestas cortantes, cantos vivos ou outras imperfeições, devendo ser fornecida montada com a respectiva haste e contra-pino. Observar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. ",02/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"ervar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. Atualizado em02/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO Obsas dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",378,10_2021 - FichaInsumo\Arquivos A a G.pdf
376,376.0,1092,"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 2 ESTRIBOS, SEM ISOLADOR ",UN ,NBR 6323:2016; NBR 8158:2013; NBR 8159:2013 ,,"Ferragem galvanizada utilizada para permitir a fixação dos condutores na montagem de estruturas de redes secundárias urbanas. É utilizada em grupos para 1, 2, 3 ou 4 estribos. A armação deve ter superfície lisa, uniforme e contínua, sem saliências pontiagudas, arestas cortantes, cantos vivos ou outras imperfeições, devendo ser fornecida montada com a respectiva haste e contra- pino. Observar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. ",02/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"ervar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. Atualizado em02/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO Obsas dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",379,10_2021 - FichaInsumo\Arquivos A a G.pdf
377,377.0,1093,"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 3 ESTRIBOS E 3 ISOLADORES ",UN ,NBR 6323:2016; NBR 8158:2013; NBR 8159:2013 ,,"Ferragem galvanizada utilizada para permitir a fixação dos condutores na montagem de estruturas de redes secundárias urbanas. É utilizada em grupos para 1, 2, 3 ou 4 estribos. A armação deve ter superfície lisa, uniforme e contínua, sem saliências pontiagudas, arestas cortantes, cantos vivos ou outras imperfeições, devendo ser fornecida montada com a respectiva haste e contra- pino. Observar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. ",02/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"ervar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. Atualizado em02/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO Obsas dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",380,10_2021 - FichaInsumo\Arquivos A a G.pdf
378,378.0,1090,"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 3 ESTRIBOS, SEM ISOLADOR ",UN ,NBR 6323:2016; NBR 8158:2013; NBR 8159:2013 ,,"Ferragem galvanizada utilizada para permitir a fixação dos condutores na montagem de estruturas de redes secundárias urbanas. É utilizada em grupos para 1, 2, 3 ou 4 estribos. A armação deve ter superfície lisa, uniforme e contínua, sem saliências pontiagudas, arestas cortantes, cantos vivos ou outras imperfeições, devendo ser fornecida montada com a respectiva haste e contra- pino. Observar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. ",02/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"ervar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. Atualizado em02/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO Obsas dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",381,10_2021 - FichaInsumo\Arquivos A a G.pdf
379,379.0,1096,"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 4 ESTRIBOS E 4 ISOLADORES ",UN ,NBR 6323:2016; NBR 8158:2013; NBR 8159:2013 ,,"Ferragem galvanizada utilizada para permitir a fixação dos condutores na montagem de estruturas de redes secundárias urbanas. É utilizada em grupos para 1, 2, 3 ou 4 estribos. A armação deve ter superfície lisa, uniforme e contínua, sem saliências pontiagudas, arestas cortantes, cantos vivos ou outras imperfeições, devendo ser fornecida montada com a respectiva haste e contra- pino. Observar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. ",24/02/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"ervar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. Atualizado em24/02/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO Obsas dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",382,10_2021 - FichaInsumo\Arquivos A a G.pdf
