,CODIGO  ,DESCRICAO DO INSUMO,UNIDADE DE MEDIDA,ORIGEM DO PRECO,PRECO MEDIANO R$
750,868,CABO DE COBRE NU 25 MM2 MEIO-DURO                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,M     ,CR,"27,16"
751,870,CABO DE COBRE NU 300 MM2 MEIO-DURO                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,M     ,CR,"358,03"
752,863,CABO DE COBRE NU 35 MM2 MEIO-DURO                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,M     ,CR,"37,53"
753,867,CABO DE COBRE NU 50 MM2 MEIO-DURO                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,M     ,CR,"52,27"
754,891,CABO DE COBRE NU 500 MM2 MEIO-DURO                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,M     ,CR,"601,28"
755,864,CABO DE COBRE NU 70 MM2 MEIO-DURO                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,M     ,CR,"73,64"
756,865,CABO DE COBRE NU 95 MM2 MEIO-DURO                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,M     ,CR,"103,72"
757,1006,"CABO DE COBRE RIGIDO, CLASSE 2, ISOLACAO EM PVC, ANTI-CHAMA BWF-B, 1 CONDUTOR, 450/750 V, DIAMETRO 120 MM2                                                                                                                                                                                                                                                                                                                                                                                                ",M     ,CR,"119,01"
758,948,"CABO DE COBRE UNIPOLAR 10 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"61,98"
759,947,"CABO DE COBRE UNIPOLAR 16 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"63,04"
760,911,"CABO DE COBRE UNIPOLAR 16 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                           ",M     ,CR,"91,67"
761,925,"CABO DE COBRE UNIPOLAR 25 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"84,73"
762,954,"CABO DE COBRE UNIPOLAR 25MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                            ",M     ,CR,"93,61"
763,901,"CABO DE COBRE UNIPOLAR 35 MM2, BLINDADO, ISOLACAO 12/20 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"100,18"
764,926,"CABO DE COBRE UNIPOLAR 35 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"105,88"
765,912,"CABO DE COBRE UNIPOLAR 35 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                           ",M     ,CR,"106,52"
766,955,"CABO DE COBRE UNIPOLAR 50 MM2, BLINDADO, ISOLACAO 12/20 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"127,15"
767,946,"CABO DE COBRE UNIPOLAR 50 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"142,95"
768,953,"CABO DE COBRE UNIPOLAR 50 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                           ",M     ,CR,"130,09"
769,902,"CABO DE COBRE UNIPOLAR 70 MM2, BLINDADO, ISOLACAO 12/20 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"158,14"
770,927,"CABO DE COBRE UNIPOLAR 70 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"153,28"
771,913,"CABO DE COBRE UNIPOLAR 70 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                           ",M     ,CR,"171,09"
772,903,"CABO DE COBRE UNIPOLAR 95 MM2, BLINDADO, ISOLACAO 12/20 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"193,62"
773,945,"CABO DE COBRE UNIPOLAR 95 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"204,82"
774,914,"CABO DE COBRE UNIPOLAR 95 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC                                                                                                                                                                                                                                                                                                                                                                                                                           ",M     ,CR,"209,82"
775,993,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 1,5 MM2                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"2,56"
776,1020,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 10 MM2                                                                                                                                                                                                                                                                                                                                                ",M     ,CR,"11,16"
777,1017,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 120 MM2                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"122,61"
778,999,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 150 MM2                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"151,92"
779,995,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 16 MM2                                                                                                                                                                                                                                                                                                                                                ",M     ,CR,"17,11"
780,1000,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 185 MM2                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"186,22"
781,1022,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 2,5 MM2                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"3,56"
782,1015,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 240 MM2                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"245,22"
783,996,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 25 MM2                                                                                                                                                                                                                                                                                                                                                ",M     ,CR,"26,05"
784,1001,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 300 MM2                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"306,88"
785,1019,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 35 MM2                                                                                                                                                                                                                                                                                                                                                ",M     ,CR,"35,91"
786,1021,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 4 MM2                                                                                                                                                                                                                                                                                                                                                 ",M     ,CR,"5,10"
787,39249,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 400 MM2                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"400,33"
788,1018,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 50 MM2                                                                                                                                                                                                                                                                                                                                                ",M     ,CR,"51,18"
789,39250,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 500 MM2                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"514,25"
790,994,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 6 MM2                                                                                                                                                                                                                                                                                                                                                 ",M     ,CR,"6,96"
791,977,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 70 MM2                                                                                                                                                                                                                                                                                                                                                ",M     ,CR,"70,90"
792,998,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 95 MM2                                                                                                                                                                                                                                                                                                                                                ",M     ,CR,"94,19"
793,39251,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 0,5 MM2                                                                                                                                                                                                                                                                                                                                                                                  ",M     ,CR,"0,68"
794,1011,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 0,75 MM2                                                                                                                                                                                                                                                                                                                                                                                 ",M     ,CR,"0,95"
795,39252,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 1,0 MM2                                                                                                                                                                                                                                                                                                                                                                                  ",M     ,CR,"1,13"
796,1013,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 1,5 MM2                                                                                                                                                                                                                                                                                                                                                                                  ",M     ,CR,"1,50"
797,980,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 10 MM2                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"10,23"
798,39237,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 120 MM2                                                                                                                                                                                                                                                                                                                                                                                  ",M     ,CR,"121,32"
799,39238,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 150 MM2                                                                                                                                                                                                                                                                                                                                                                                  ",M     ,CR,"151,47"
800,979,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 16 MM2                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"15,76"
801,39239,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 185 MM2                                                                                                                                                                                                                                                                                                                                                                                  ",M     ,CR,"184,34"
802,1014,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 2,5 MM2                                                                                                                                                                                                                                                                                                                                                                                  ",M     ,CR,"2,39"
803,39240,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 240 MM2                                                                                                                                                                                                                                                                                                                                                                                  ",M     ,CR,"243,64"
804,39232,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 25 MM2                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"25,30"
805,39233,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 35 MM2                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"34,78"
806,981,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 4 MM2                                                                                                                                                                                                                                                                                                                                                                                    ",M     ,C ,"4,28"
807,39234,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 50 MM2                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"51,05"
808,982,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 6 MM2                                                                                                                                                                                                                                                                                                                                                                                    ",M     ,CR,"5,99"
809,39235,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 70 MM2                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"71,80"
810,39236,"CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 95 MM2                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"94,12"
811,876,"CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 120 MM2                                                                                                                                                                                                                                                                                                                                     ",M     ,CR,"242,96"
812,877,"CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 150 MM2                                                                                                                                                                                                                                                                                                                                     ",M     ,CR,"285,62"
813,882,"CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 185 MM2                                                                                                                                                                                                                                                                                                                                     ",M     ,CR,"311,23"
814,878,"CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 240 MM2                                                                                                                                                                                                                                                                                                                                     ",M     ,CR,"386,94"
815,879,"CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 300 MM2                                                                                                                                                                                                                                                                                                                                     ",M     ,CR,"456,06"
816,880,"CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 400 MM2                                                                                                                                                                                                                                                                                                                                     ",M     ,CR,"536,61"
817,873,"CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 50 MM2                                                                                                                                                                                                                                                                                                                                      ",M     ,CR,"163,16"
818,881,"CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 500 MM2                                                                                                                                                                                                                                                                                                                                     ",M     ,CR,"733,46"
819,874,"CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 70 MM2                                                                                                                                                                                                                                                                                                                                      ",M     ,CR,"193,64"
820,875,"CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 95 MM2                                                                                                                                                                                                                                                                                                                                      ",M     ,CR,"231,03"
821,983,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 1,5 MM2                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"1,45"
822,985,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 10 MM2                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"10,85"
823,990,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 150 MM2                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"148,52"
824,39241,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 16 MM2                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"16,98"
825,1005,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 185 MM2                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"182,29"
826,984,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 2,5 MM2                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"3,74"
827,991,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 240 MM2                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"240,87"
828,986,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 25 MM2                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"25,95"
829,1024,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 300 MM2                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"298,12"
830,987,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 35 MM2                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"35,26"
831,1003,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 4 MM2                                                                                                                                                                                                                                                                                                                                                                                           ",M     ,CR,"5,49"
832,992,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 400 MM2                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"385,70"
833,1007,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 50 MM2                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"50,02"
834,39242,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 500 MM2                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"477,89"
835,1008,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 6 MM2                                                                                                                                                                                                                                                                                                                                                                                           ",M     ,CR,"6,23"
836,988,"CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 70 MM2                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"69,09"
