,CODIGO  ,DESCRICAO DO INSUMO,UNIDADE,ORIGEM DO PRECO,  PRECO MEDIANO R$
583,749,"BOMBA SUBMERSA PARA POCOS TUBULARES PROFUNDOS DIAMETRO DE 6 POLEGADAS, ELETRICA, TRIFASICA, POTENCIA 3,45 HP, 5 ESTAGIOS, BOCAL DE DESCARGA DIAMETRO DE 2 POLEGADAS, HM/Q = 68,5 M / 6,12 M3/H A 39,5 M / 14,04 M3/H",UN    ,CR,"12.532,50"
584,756,"BOMBA SUBMERSA PARA POCOS TUBULARES PROFUNDOS DIAMETRO DE 6 POLEGADAS, ELETRICA, TRIFASICA, POTENCIA 32 HP, 9 ESTAGIOS, BOCAL DE DESCARGA DIAMETRO DE 4 POLEGADAS, HM/Q = 114,0 M / 13,9 M3/H A 57,0 M / 25,0 M3/H",UN    ,CR,"37.164,37"
585,757,"BOMBA SUBMERSIVEL,  ELETRICA, TRIFASICA, POTENCIA 6 HP, DIAMETRO DO ROTOR 127 MM, BOCAL DE SAIDA DIAMETRO DE 3 POLEGADAS, HM/Q = 7 M / 66,90 M3/H A 26 M / 2,88 M3/H",UN    ,CR,"16.875,00"
586,10588,"BOMBA SUBMERSIVEL, ELETRICA, TRIFASICA, POTENCIA 0,98 HP, DIAMETRO DO ROTOR 142 MM SEMIABERTO, BOCAL DE SAIDA DIAMETRO DE 2 POLEGADAS, HM/Q = 2 M / 32 M3/H A 8 M / 16 M3/H",UN    ,CR,"3.725,57"
587,10592,"BOMBA SUBMERSIVEL, ELETRICA, TRIFASICA, POTENCIA 0,99 HP, DIAMETRO ROTOR 98 MM SEMIABERTO, BOCAL DE SAIDA DIAMETRO 2 POLEGADAS, HM/Q = 2 M / 28,90 M3/H A 14 M / 7 M3/H",UN    ,C ,"4.500,00"
588,10589,"BOMBA SUBMERSIVEL, ELETRICA, TRIFASICA, POTENCIA 1,97 HP, DIAMETRO DO ROTOR 144 MM SEMIABERTO, BOCAL DE SAIDA DIAMETRO DE 2 POLEGADAS, HM/Q = 2 M / 26,8 M3/H A 28 M / 4,6 M3/H",UN    ,CR,"6.045,46"
589,760,"BOMBA SUBMERSIVEL, ELETRICA, TRIFASICA, POTENCIA 13 HP, DIAMETRO DO ROTOR 170 MM, BOCAL DE SAIDA DIAMETRO DE 3 POLEGADAS, HM/Q = 11 M / 68,40 M3/H A 72 M / 3,6 M3/H",UN    ,CR,"33.750,00"
590,751,"BOMBA SUBMERSIVEL, ELETRICA, TRIFASICA, POTENCIA 2,96 HP, DIAMETRO DO ROTOR 144 MM SEMIABERTO, BOCAL DE SAIDA DIAMETRO DE DUAS POLEGADAS, HM/Q = 2 M / 38,8 M3/H A 28 M / 5 M3/H",UN    ,CR,"5.315,62"
591,754,"BOMBA SUBMERSIVEL, ELETRICA, TRIFASICA, POTENCIA 3,75 HP, DIAMETRO DO ROTOR 90 MM SEMIABERTO, BOCAL DE SAIDA DIAMETRO DE 2 POLEGADAS, HM/Q = 5 M / 61,2 M3/H A 25,5 M / 3,6 M3/H",UN    ,CR,"8.437,50"
592,44489,"BOMBA TRIPLEX COM MOTOR A DIESEL, NACIONAL, DIAMETRO DE SUCCAO DE 2  1/2''",UN    ,CR,"165.318,70"
593,39917,"BOMBA TRIPLEX, PARA INJECAO DE CALDA DE CIMENTO, VAZAO MAXIMA DE *100* LITROS/MINUTO, PRESSAO MAXIMA DE *70* BAR, POTENCIA DE 15 CV",UN    ,CR,"87.615,15"
594,38167,"BORBOLETA PARA JANELA TIPO GUILHOTINA, EM ZAMAC CROMADO",PAR   ,CR,"26,54"
595,36145,"BOTA DE PVC PRETA, CANO MEDIO, SEM FORRO",PAR   ,CR,"48,09"
596,12893,BOTA DE SEGURANCA COM BIQUEIRA DE ACO E COLARINHO ACOLCHOADO,PAR   ,CR,"80,16"
597,11685,"BRACO / CANO PARA CHUVEIRO ELETRICO, EM ALUMINIO, 30 CM X 1/2 """,UN    ,CR,"33,71"
598,11680,"BRACO OU HASTE COM CANOPLA PLASTICA, 1/2 "", PARA CHUVEIRO SIMPLES",UN    ,CR,"16,53"
599,11679,"BRACO OU HASTE RETA COM CANOPLA PLASTICA, 1/2 "", PARA CHUVEIRO ELETRICO",UN    ,CR,"22,42"
600,2512,"BRACO P/ LUMINARIA PUBLICA 1 X 1,50M ROMAGNOLE OU EQUIV",UN    ,AS,"58,72"
601,4374,BUCHA DE NYLON SEM ABA S10,UN    ,CR,"0,44"
602,7568,"BUCHA DE NYLON SEM ABA S10, COM PARAFUSO DE 6,10 X 65 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",UN    ,CR,"0,73"
603,7584,"BUCHA DE NYLON SEM ABA S12, COM PARAFUSO DE 5/16"" X 80 MM EM ACO ZINCADO COM ROSCA SOBERBA E CABECA SEXTAVADA",UN    ,CR,"1,12"
604,11945,BUCHA DE NYLON SEM ABA S4,UN    ,CR,"0,07"
605,11946,BUCHA DE NYLON SEM ABA S5,UN    ,CR,"0,08"
606,4375,BUCHA DE NYLON SEM ABA S6,UN    ,C ,"0,12"
607,11950,"BUCHA DE NYLON SEM ABA S6, COM PARAFUSO DE 4,20 X 40 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",UN    ,CR,"0,24"
608,4376,BUCHA DE NYLON SEM ABA S8,UN    ,CR,"0,23"
609,7583,"BUCHA DE NYLON SEM ABA S8, COM PARAFUSO DE 4,80 X 50 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",UN    ,CR,"0,50"
610,4350,"BUCHA DE NYLON, DIAMETRO DO FURO 8 MM, COMPRIMENTO 40 MM, COM PARAFUSO DE ROSCA SOBERBA, CABECA CHATA, FENDA SIMPLES, 4,8 X 50 MM",UN    ,CR,"0,83"
611,39886,"BUCHA DE REDUCAO DE COBRE (REF 600-2) SEM ANEL DE SOLDA, PONTA X BOLSA, 22 X 15 MM",UN    ,AS,"6,82"
612,39887,"BUCHA DE REDUCAO DE COBRE (REF 600-2) SEM ANEL DE SOLDA, PONTA X BOLSA, 28 X 22 MM",UN    ,AS,"10,24"
613,39888,"BUCHA DE REDUCAO DE COBRE (REF 600-2) SEM ANEL DE SOLDA, PONTA X BOLSA, 35 X 28 MM",UN    ,AS,"23,41"
614,39890,"BUCHA DE REDUCAO DE COBRE (REF 600-2) SEM ANEL DE SOLDA, PONTA X BOLSA, 42 X 35 MM",UN    ,AS,"39,96"
615,39891,"BUCHA DE REDUCAO DE COBRE (REF 600-2) SEM ANEL DE SOLDA, PONTA X BOLSA, 54 X 42 MM",UN    ,AS,"56,34"
616,39892,"BUCHA DE REDUCAO DE COBRE (REF 600-2) SEM ANEL DE SOLDA, PONTA X BOLSA, 66 X 54 MM",UN    ,AS,"175,61"
617,790,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1 1/4""",UN    ,AS,"18,72"
618,766,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1/2""",UN    ,AS,"18,72"
619,791,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1""",UN    ,AS,"18,72"
620,767,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 3/4""",UN    ,AS,"18,72"
621,768,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" X 1/2""",UN    ,AS,"14,70"
622,789,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" X 1""",UN    ,AS,"14,39"
623,769,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" X 3/4""",UN    ,AS,"14,70"
624,770,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2"" X 1/4""",UN    ,AS,"5,19"
625,12394,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2"" X 3/8""",UN    ,AS,"5,19"
626,764,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" X 1/2""",UN    ,AS,"9,05"
627,765,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" X 3/4""",UN    ,AS,"9,05"
628,787,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 1 1/2""",UN    ,AS,"40,42"
629,774,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 1 1/4""",UN    ,AS,"40,42"
630,773,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 1""",UN    ,AS,"40,42"
631,775,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 2""",UN    ,AS,"40,42"
632,788,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1 1/2""",UN    ,AS,"25,12"
633,772,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1 1/4""",UN    ,AS,"25,12"
634,771,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1""",UN    ,AS,"25,12"
635,779,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"" X 1/2""",UN    ,AS,"6,25"
636,776,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 1 1/2""",UN    ,AS,"59,59"
637,777,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 1 1/4""",UN    ,AS,"57,93"
638,780,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 2 1/2""",UN    ,AS,"58,22"
639,778,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 2""",UN    ,AS,"59,59"
640,781,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 2 1/2""",UN    ,AS,"110,11"
641,786,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 2""",UN    ,AS,"110,11"
642,782,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 3""",UN    ,AS,"110,11"
643,783,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 5"" X 4""",UN    ,AS,"301,35"
644,785,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 6"" X 4""",UN    ,AS,"318,41"
645,784,"BUCHA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 6"" X 5""",UN    ,AS,"341,57"
646,831,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, CURTA, COM 110 X 85 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"92,64"
647,828,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, CURTA, COM 25 X 20 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"0,53"
648,829,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, CURTA, COM 32 X 25 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"1,12"
649,812,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, CURTA, COM 40 X 32 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"2,43"
650,819,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, CURTA, COM 50 X 40 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"4,00"
651,818,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, CURTA, COM 60 X 50 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"6,73"
652,823,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, CURTA, COM 75 X 60 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"20,27"
653,830,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, CURTA, COM 85 X 75 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"16,69"
654,826,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 110 X 60 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"51,95"
655,827,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 110 X 75 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"43,89"
656,832,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 32 X 20 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"3,03"
657,833,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 40 X 20 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"4,30"
658,834,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 40 X 25 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"4,72"
659,825,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 50 X 20 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"5,27"
660,813,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 50 X 25 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"5,18"
661,820,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 50 X 32 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"6,57"
662,816,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 60 X 25 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"11,18"
663,814,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 60 X 32 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"13,51"
664,815,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 60 X 40 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"14,60"
665,822,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 60 X 50 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"17,78"
666,821,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 75 X 50 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"20,79"
667,817,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, COM 85 X 60 MM, PARA AGUA FRIA PREDIAL",UN    ,CR,"24,72"
668,20086,"BUCHA DE REDUCAO DE PVC, SOLDAVEL, LONGA, 50 X 40 MM, PARA ESGOTO PREDIAL",UN    ,CR,"2,63"
669,39191,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 1 1/2"" X 1 1/4"", PARA ELETRODUTO",UN    ,CR,"16,11"
670,39190,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 1 1/2"" X 1"", PARA ELETRODUTO",UN    ,CR,"16,83"
671,39189,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 1 1/2"" X 3/4"", PARA ELETRODUTO",UN    ,CR,"17,81"
672,39186,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 1 1/4"" X 1/2"", PARA ELETRODUTO",UN    ,CR,"15,93"
673,39188,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 1 1/4"" X 1"", PARA ELETRODUTO",UN    ,CR,"13,11"
674,39187,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 1 1/4"" X 3/4"", PARA ELETRODUTO",UN    ,CR,"13,74"
675,39184,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 1"" X 1/2"", PARA ELETRODUTO",UN    ,CR,"5,17"
676,39185,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 1"" X 3/4"", PARA ELETRODUTO",UN    ,CR,"4,71"
677,39198,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2 1/2"" X 1 1/2"", PARA ELETRODUTO",UN    ,CR,"52,86"
678,39197,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2 1/2"" X 1 1/4"", PARA ELETRODUTO",UN    ,CR,"55,21"
679,39196,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2 1/2"" X 1"", PARA ELETRODUTO",UN    ,CR,"56,94"
680,39199,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2 1/2"" X 2"", PARA ELETRODUTO",UN    ,CR,"50,87"
681,39195,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2"" X 1 1/2"", PARA ELETRODUTO",UN    ,CR,"29,36"
682,39194,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2"" X 1 1/4"", PARA ELETRODUTO",UN    ,CR,"31,42"
683,39193,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2"" X 1"", PARA ELETRODUTO",UN    ,CR,"34,43"
684,39192,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2"" X 3/4"", PARA ELETRODUTO",UN    ,CR,"35,82"
685,39920,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 3/4"" X 1/2"",  PARA ELETRODUTO",UN    ,CR,"4,34"
686,39201,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 3"" X 1 1/2"", PARA ELETRODUTO",UN    ,CR,"63,19"
687,39200,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 3"" X 1 1/4"", PARA ELETRODUTO",UN    ,CR,"63,70"
688,39203,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 3"" X 2 1/2"", PARA ELETRODUTO",UN    ,CR,"51,44"
689,39202,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 3"" X 2"", PARA ELETRODUTO",UN    ,CR,"60,42"
690,39205,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 4"" X 2 1/2"", PARA ELETRODUTO",UN    ,CR,"100,81"
691,39204,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 4"" X 2"", PARA ELETRODUTO",UN    ,CR,"103,24"
692,39206,"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 4"" X 3"", PARA ELETRODUTO",UN    ,CR,"97,95"
693,797,"BUCHA DE REDUCAO PVC ROSCAVEL 1 1/2"" X 1""",UN    ,CR,"9,67"
694,798,"BUCHA DE REDUCAO PVC ROSCAVEL 3/4"" X 1/2""",UN    ,CR,"1,32"
695,796,"BUCHA DE REDUCAO PVC ROSCAVEL, 1 1/2"" X 3/4""",UN    ,CR,"9,26"
696,799,"BUCHA DE REDUCAO PVC ROSCAVEL, 1"" X 1/2""",UN    ,CR,"4,36"
697,792,"BUCHA DE REDUCAO PVC ROSCAVEL, 1"" X 3/4""",UN    ,CR,"4,43"
698,804,"BUCHA DE REDUCAO PVC, ROSCAVEL,  2""  X 1 1/2 """,UN    ,CR,"21,95"
699,793,"BUCHA DE REDUCAO PVC, ROSCAVEL, 1 1/2""  X1 1/4 """,UN    ,CR,"9,42"
700,801,"BUCHA DE REDUCAO PVC, ROSCAVEL, 1 1/4""  X 3/4 """,UN    ,CR,"6,72"
701,794,"BUCHA DE REDUCAO PVC, ROSCAVEL, 1 1/4"" X 1 """,UN    ,CR,"6,94"
702,802,"BUCHA DE REDUCAO PVC, ROSCAVEL, 2""  X 1 """,UN    ,CR,"19,36"
703,803,"BUCHA DE REDUCAO PVC, ROSCAVEL, 2""  X 1 1/4 """,UN    ,CR,"16,89"
704,38001,"BUCHA DE REDUCAO, CPVC, SOLDAVEL, 22 X 15 MM, PARA AGUA QUENTE",UN    ,AS,"0,93"
705,38002,"BUCHA DE REDUCAO, CPVC, SOLDAVEL, 28 X 22 MM, PARA AGUA QUENTE",UN    ,AS,"1,72"
706,38003,"BUCHA DE REDUCAO, CPVC, SOLDAVEL, 35 X 28 MM, PARA AGUA QUENTE",UN    ,AS,"20,68"
707,38004,"BUCHA DE REDUCAO, CPVC, SOLDAVEL, 42 X 22 MM, PARA AGUA QUENTE",UN    ,AS,"27,65"
708,36327,"BUCHA DE REDUCAO, PPR, DN 25 X 20 MM, PARA AGUA QUENTE PREDIAL",UN    ,CR,"1,98"
709,38992,"BUCHA DE REDUCAO, PPR, DN 32 X 25 MM, PARA AGUA QUENTE E FRIA PREDIAL",UN    ,CR,"3,17"
710,38993,"BUCHA DE REDUCAO, PPR, DN 40 X 25 MM, PARA AGUA QUENTE E FRIA PREDIAL",UN    ,CR,"9,04"
711,38418,"BUCHA DE REDUCAO, PVC, LONGA, SERIE R, DN 50 X 40 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS",UN    ,CR,"7,64"
712,39178,"BUCHA EM ALUMINIO, COM ROSCA, DE  1 1/2"", PARA ELETRODUTO",UN    ,CR,"1,74"
713,39177,"BUCHA EM ALUMINIO, COM ROSCA, DE 1 1/4"", PARA ELETRODUTO",UN    ,CR,"1,57"
714,39174,"BUCHA EM ALUMINIO, COM ROSCA, DE 1/2"", PARA ELETRODUTO",UN    ,CR,"0,78"
715,39176,"BUCHA EM ALUMINIO, COM ROSCA, DE 1"", PARA ELETRODUTO",UN    ,CR,"1,03"
716,39180,"BUCHA EM ALUMINIO, COM ROSCA, DE 2 1/2"", PARA ELETRODUTO",UN    ,CR,"4,73"
717,39179,"BUCHA EM ALUMINIO, COM ROSCA, DE 2"", PARA ELETRODUTO",UN    ,CR,"4,19"
718,39175,"BUCHA EM ALUMINIO, COM ROSCA, DE 3/4"", PARA ELETRODUTO",UN    ,CR,"0,96"
719,39217,"BUCHA EM ALUMINIO, COM ROSCA, DE 3/8"", PARA ELETRODUTO",UN    ,CR,"0,74"
720,39181,"BUCHA EM ALUMINIO, COM ROSCA, DE 3"", PARA ELETRODUTO",UN    ,CR,"6,34"
721,39182,"BUCHA EM ALUMINIO, COM ROSCA, DE 4"", PARA ELETRODUTO",UN    ,CR,"8,92"
722,12616,"CABECEIRA DIREITA OU ESQUERDA, PVC, PARA CALHA PLUVIAL, DIAMETRO ENTRE 119 E 170 MM, PARA DRENAGEM PREDIAL",UN    ,AS,"6,16"
723,1049,"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 1 1/2""",UN    ,CR,"7,47"
724,1099,"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 1 1/4""",UN    ,CR,"5,71"
725,39678,"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 1/2""",UN    ,CR,"2,30"
726,1050,"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 1""",UN    ,CR,"3,91"
727,1101,"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 2 1/2""",UN    ,CR,"24,63"
728,1100,"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 2""",UN    ,CR,"12,71"
729,39679,"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 3 1/2""",UN    ,CR,"49,09"
730,1098,"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 3/4""",UN    ,CR,"3,05"
731,1102,"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 3""",UN    ,CR,"36,73"
732,1051,"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 4""",UN    ,CR,"53,39"
733,37399,CABIDE/GANCHO DE BANHEIRO SIMPLES EM METAL CROMADO,UN    ,CR,"28,87"
734,41955,"CABO DE ACO GALVANIZADO, DIAMETRO 12,7 MM (1/2""), COM ALMA DE ACO CABO INDEPENDENTE 6 X 25 F",KG    ,CR,"78,99"
735,41953,"CABO DE ACO GALVANIZADO, DIAMETRO 12,7 MM (1/2""), COM ALMA DE FIBRA 6 X 25 F",KG    ,CR,"75,38"
736,41954,"CABO DE ACO GALVANIZADO, DIAMETRO 9,53 MM (3/8""), COM ALMA DE FIBRA 6 X 25 F",KG    ,CR,"74,66"
737,25004,"CABO DE ALUMINIO NU COM ALMA DE ACO, BITOLA 1/0 AWG",KG    ,AS,"26,38"
738,25002,"CABO DE ALUMINIO NU COM ALMA DE ACO, BITOLA 2 AWG",KG    ,AS,"26,59"
739,37409,"CABO DE ALUMINIO NU COM ALMA DE ACO, BITOLA 2/0 AWG",KG    ,AS,"26,16"
740,841,"CABO DE ALUMINIO NU COM ALMA DE ACO, BITOLA 4 AWG",KG    ,AS,"27,02"
741,25005,"CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 1/0 AWG",KG    ,AS,"29,62"
742,25003,"CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 2 AWG",KG    ,AS,"31,64"
743,37410,"CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 2/0 AWG",KG    ,AS,"29,62"
744,842,"CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 4 AWG",KG    ,AS,"33,33"
745,862,CABO DE COBRE NU 10 MM2 MEIO-DURO,M     ,CR,"11,28"
746,866,CABO DE COBRE NU 120 MM2 MEIO-DURO,M     ,CR,"138,66"
747,892,CABO DE COBRE NU 150 MM2 MEIO-DURO,M     ,CR,"176,33"
748,857,CABO DE COBRE NU 16 MM2 MEIO-DURO,M     ,C ,"17,95"
749,37404,CABO DE COBRE NU 185 MM2 MEIO-DURO,M     ,CR,"212,03"
750,868,CABO DE COBRE NU 25 MM2 MEIO-DURO,M     ,CR,"27,72"
751,870,CABO DE COBRE NU 300 MM2 MEIO-DURO,M     ,CR,"365,36"
752,863,CABO DE COBRE NU 35 MM2 MEIO-DURO,M     ,CR,"38,30"
753,867,CABO DE COBRE NU 50 MM2 MEIO-DURO,M     ,CR,"53,34"
754,891,CABO DE COBRE NU 500 MM2 MEIO-DURO,M     ,CR,"613,59"
755,864,CABO DE COBRE NU 70 MM2 MEIO-DURO,M     ,CR,"75,15"
756,865,CABO DE COBRE NU 95 MM2 MEIO-DURO,M     ,CR,"105,84"
